player_id,player_name,round,predicted_points,actual_points
583,Kulusevski,2,0.0,0
587,Bissouma,2,0.0,0
589,Solomon,2,0.0,0
590,Bryan,2,0.0,0
592,Moore,2,0.0,0
594,Min-hyeok,2,0.0,0
13,Clarke,2,0.0,0
2,Arrizabalaga,2,0.0,0
132,Maghoma,2,0.0,0
133,Peart-Harris,2,0.0,0
657,Chiwome,2,0.0,0
658,Fraser,2,0.0,0
738,Fabianski,2,0.0,0
43,Alex Moreno,2,0.0,0
651,Edozie,2,0.0,0
611,Casey,2,0.0,0
616,Álvarez,2,0.0,0
306,Bates,2,0.0,0
620,Earthy,2,0.0,0
622,Orford,2,0.0,0
599,Scarlett,2,0.0,0
745,Byfield,2,0.0,0
750,Rowswell,2,0.0,0
751,Akhamrich,2,0.0,0
194,Jordan,2,0.0,0
195,Lucas Pires,2,0.0,0
196,Sambo,2,0.0,0
305,Armstrong,2,0.0,1
617,Cornet,2,0.0,0
251,N.Jackson,2,0.0,0
563,Luís Hemir,2,0.0,0
564,Rusyn,2,0.0,0
566,Austin,2,0.0,0
545,Roberts,2,0.0,1
546,Aleksić,2,0.0,0
548,Mundle,2,0.0,0
550,Poveda,2,0.0,0
57,Dobbin,2,0.0,0
60,Broggio,2,0.0,0
595,Olusesi,2,0.0,0
700,Dowman,2,0.0,4
711,Harriman-Annous,2,0.0,0
33,M.Bizot,2,0.0,0
185,Hladký,2,0.0,0
35,Marschall,2,0.0,0
554,Ba,2,0.0,0
555,Browne,2,0.0,0
556,Ekwah,2,0.0,0
557,H.Jones,2,0.0,0
558,Matete,2,0.0,0
61,Dendoncker,2,0.0,0
596,Solanke,2,0.0,1
598,Lankshear,2,0.0,0
567,Kinsky,2,0.0,0
571,Davies,2,0.0,0
572,Dragusin,2,0.0,0
576,Phillips,2,0.0,0
577,Takai,2,0.0,0
578,Vuskovic,2,0.0,0
579,Son,2,0.0,0
581,Maddison,2,0.0,0
248,Paez,2,0.0,0
562,Abdullahi,2,0.0,0
245,Mudryk,2,0.0,0
71,Zabarnyi,2,0.0,0
75,Akinmboni,2,0.0,0
203,Boateng,2,0.0,0
204,Churlinov,2,0.0,0
208,Koleosho,2,0.0,0
211,A.Ramsey,2,0.0,0
212,Adewumi,2,0.0,0
247,D.Essugo,2,0.0,0
559,Triantis,2,0.0,0
359,Crew,2,0.0,0
360,Gelhardt,2,0.0,0
361,Gyabi,2,0.0,0
336,Reed,2,0.0,0
664,Lecomte,2,0.0,0
285,Édouard,2,0.0,1
286,Marsh,2,0.0,0
690,Cardines,2,0.0,0
288,Travers,2,0.0,0
289,Tyrer,2,0.0,0
135,Wissa,2,0.0,0
268,Doucouré,2,0.0,0
269,Esse,2,0.0,1
112,Roerslev,2,0.0,0
114,Arthur,2,0.0,0
115,Fredrick,2,0.0,0
93,H.Traorè,2,0.0,0
94,Sadi,2,0.0,0
323,Amissah,2,0.0,0
327,Andreas,2,0.0,0
333,Godo,2,0.0,0
290,Branthwaite,2,0.0,0
380,Ramsay,2,0.0,0
383,Luis Díaz,2,0.0,0
363,Bamford,2,0.0,0
364,Mateo Joseph,2,0.0,0
741,Gray,2,0.0,0
153,Webster,2,0.0,0
154,Cashin,2,0.0,0
155,Slater,2,0.0,0
156,Tasker,2,0.0,0
159,March,2,0.0,0
357,Ramazani,2,0.0,0
164,O'Riley,2,0.0,2
165,Sima,2,0.0,0
134,Trevitt,2,0.0,0
137,Morgan,2,0.0,0
748,Dasilva,2,0.0,0
138,Steele,2,0.0,0
368,Pécsi,2,0.0,0
369,Woodman,2,0.0,0
349,Schmidt,2,0.0,0
355,Greenwood,2,0.0,0
161,Enciso,2,0.0,0
30,Havertz,2,0.0,0
656,Kalajdžić,2,0.0,0
227,Colwill,2,0.0,0
231,M.Sarr,2,0.0,0
234,Anselmino,2,0.0,0
4,Setford,2,0.0,0
42,A.García,2,0.0,0
14,Kacurri,2,0.0,0
15,Nichols,2,0.0,0
649,B.Traore,2,0.0,0
334,Harris,2,0.0,0
647,Guedes,2,0.0,0
131,Konak,2,0.0,0
23,Fábio Vieira,2,0.0,0
655,Fábio Silva,2,0.0,0
641,Pond,2,0.0,0
653,Hodge,2,0.0,0
640,Pedro Lima,2,0.0,0
28,Kabia,2,0.0,0
223,Slonina,2,0.0,0
222,Penders,2,0.0,0
639,Meupiyou,2,0.0,0
312,Y.Chermiti,2,0.0,0
313,Sherif,2,0.0,0
630,King,2,0.0,0
667,Aznou,2,0.0,0
704,Onyango,2,0.0,0
705,Campbell,2,0.0,0
274,Agbinone,2,0.0,0
171,Sarmiento,2,0.0,0
737,Kusi-Asare,2,0.0,0
339,Meslier,2,0.0,0
629,Bentley,2,0.0,0
345,Bornauw,2,0.0,0
346,Byram,2,0.0,1
102,Balcombe,2,0.0,0
103,Cox,2,0.0,0
104,Eyestone,2,0.0,0
105,Valdimarsson,2,0.0,0
749,Mané,2,0.0,0
626,Marshall,2,0.0,0
652,Gonzalez,2,0.0,0
650,Chirewa,2,0.0,0
340,Cairns,2,0.0,0
437,Martinez,2,0.0,0
439,D.Leon,2,0.0,0
420,Gündoğan,2,0.0,0
140,McGill,2,0.0,0
141,Rushworth,2,0.0,0
142,Scherpen,2,0.0,0
143,Boscagli,2,0.0,0
89,Philip,2,0.0,0
91,Sinisterra,2,0.0,0
92,Faivre,2,0.0,0
379,R.Williams,2,0.0,0
66,Neto,2,0.0,0
315,Benda,2,0.0,0
294,Coleman,2,0.0,0
296,Patterson,2,0.0,0
297,Dixon,2,0.0,0
298,Welch,2,0.0,0
213,Banel,2,0.0,0
214,Trésor,2,0.0,0
216,Amdouni,2,0.0,0
186,Roberts,2,0.0,0
219,Obafemi,2,0.0,0
45,Sousa,2,0.0,0
46,Yasin,2,0.0,0
49,Bailey,2,0.0,0
51,Iling Jr,2,0.0,0
56,Barrenechea,2,0.0,0
29,Sambi,2,0.0,0
471,Gillespie,2,0.0,0
472,Odysseas,2,0.0,0
445,Amass,2,0.0,0
446,Fredricson,2,0.0,0
435,Mee,2,0.0,0
448,Malacia,2,0.0,0
451,Rashford,2,0.0,0
454,Antony,2,0.0,0
460,Collyer,2,0.0,0
461,Fitzgerald,2,0.0,0
462,J.Fletcher,2,0.0,0
742,McAidoo,2,0.0,0
432,Onana,2,0.0,0
433,Harrison,2,0.0,0
434,Heaton,2,0.0,0
447,Heaven,2,0.0,1
412,Vitor Reis,2,0.0,0
393,Bajcetic,2,0.0,0
394,McConnell,2,0.0,0
395,Morton,2,0.0,0
396,Nyoni,2,0.0,0
397,Darwin,2,0.0,0
398,Danns,2,0.0,0
197,Sonne,2,0.0,1
201,Benson,2,0.0,0
62,Jimoh-Aloba,2,0.0,0
188,Delcroix,2,0.0,0
65,Redmond,2,0.0,0
688,Wright,2,0.0,0
701,Rowe,2,0.0,0
702,Burrowes,2,0.0,0
703,Proctor,2,0.0,0
692,Leoni,2,0.0,0
746,Morrison,2,0.0,0
399,Ederson M.,2,0.0,0
377,Tsimikas,2,0.0,0
378,Nallo,2,0.0,0
63,Young,2,0.0,0
189,Dodgson,2,0.0,0
193,Humphreys,2,0.0,0
68,Dennis,2,0.0,0
69,McKenna,2,0.0,0
425,Echeverri,2,0.0,0
428,Nypan,2,0.0,0
429,Phillips,2,0.0,0
739,Mukasa,2,0.0,0
740,Mfuni,2,0.0,0
400,Ortega Moreno,2,0.0,0
279,M.França,2,0.0,0
404,Akanji,2,0.0,0
172,Watson,2,0.0,0
174,Yalcouye,2,0.0,0
175,Knight,2,0.0,0
176,Mazilu,2,0.0,0
177,Moran,2,0.0,0
179,Ferguson,2,0.0,0
744,Oriola,2,0.0,0
275,Ahamada,2,0.0,0
277,Ebiowei,2,0.0,0
278,J.Rak-Sakyi,2,0.0,0
401,Bettinelli,2,0.0,0
632,Doherty,2,-0.013,1
111,Pinnock,2,-0.05,0
229,B.Badiashile,2,-0.24,0
