player_id,player_name,round,predicted_points
89,Philip,12,0.0
298,Welch,12,0.0
297,Dixon,12,0.0
296,Patterson,12,0.0
316,Robinson,12,0.0
315,Benda,12,0.0
705,Campbell,12,0.0
704,Onyango,12,0.0
723,Canvot,12,0.0
630,King,12,0.0
742,McAidoo,12,0.0
462,J.Fletcher,12,0.0
461,Fitzgerald,12,0.0
460,Collyer,12,0.0
17,Ødegaard,12,0.0
454,Antony,12,0.0
701,Rowe,12,0.0
688,Wright,12,0.0
262,Chadi Riad,12,0.0
65,Redmond,12,0.0
63,Young,12,0.0
657,Chiwome,12,0.0
201,Benson,12,0.0
740,Mfuni,12,0.0
739,Mukasa,12,0.0
429,Phillips,12,0.0
428,Nypan,12,0.0
425,Echeverri,12,0.0
422,Kovačić,12,0.0
420,Gündoğan,12,0.0
647,Guedes,12,0.0
439,D.Leon,12,0.0
264,Holding,12,0.0
62,Jimoh-Aloba,12,0.0
465,Højlund,12,0.0
464,Moorhouse,12,0.0
463,Kone,12,0.0
484,Targett,12,0.0
483,Pivas,12,0.0
482,Ashby,12,0.0
481,A.Murphy,12,0.0
479,Krafth,12,0.0
477,Livramento,12,0.0
503,C.Miguel,12,0.0
161,Enciso,12,0.0
467,Obi,12,0.0
196,Sambo,12,0.0
195,Lucas Pires,12,0.0
451,Rashford,12,0.0
448,Malacia,12,0.0
446,Fredricson,12,0.0
445,Amass,12,0.0
472,Odysseas,12,0.0
471,Gillespie,12,0.0
135,Wissa,12,0.0
656,Kalajdžić,12,0.0
468,Wheatley,12,0.0
159,March,12,0.0
112,Roerslev,12,0.0
412,Vitor Reis,12,0.0
265,Kporha,12,0.0
114,Arthur,12,0.0
404,Akanji,12,0.0
639,Meupiyou,12,0.0
240,Nkunku,12,0.0
399,Ederson M.,12,0.0
746,Morrison,12,0.0
692,Leoni,12,0.0
398,Danns,12,0.0
437,Martinez,12,0.0
193,Humphreys,12,0.0
189,Dodgson,12,0.0
188,Delcroix,12,0.0
186,Roberts,12,0.0
216,Amdouni,12,0.0
214,Trésor,12,0.0
370,Frimpong,12,0.0
369,Woodman,12,0.0
368,Pécsi,12,0.0
366,A.Becker,12,0.0
741,Gray,12,0.0
194,Jordan,12,0.0
435,Mee,12,0.0
434,Heaton,12,0.0
433,Harrison,12,0.0
432,Onana,12,0.0
156,Tasker,12,0.0
155,Slater,12,0.0
154,Cashin,12,0.0
153,Webster,12,0.0
744,Oriola,12,0.0
179,Ferguson,12,0.0
177,Moran,12,0.0
393,Bajcetic,12,0.0
175,Knight,12,0.0
174,Yalcouye,12,0.0
401,Bettinelli,12,0.0
400,Ortega Moreno,12,0.0
213,Banel,12,0.0
212,Adewumi,12,0.0
211,A.Ramsey,12,0.0
397,Darwin,12,0.0
396,Nyoni,12,0.0
395,Morton,12,0.0
394,McConnell,12,0.0
176,Mazilu,12,0.0
111,Pinnock,12,-0.074
