player_id,player_name,round,predicted_points,actual_points
555,Browne,14,0.0,0
211,A.Ramsey,14,0.0,0
208,Koleosho,14,0.0,0
518,Jota,14,0.0,0
514,Boly,14,0.0,0
513,Abbott,14,0.0,0
512,O.Richards,14,0.0,0
510,Jair Cunha,14,0.0,0
509,David Carmo,14,0.0,0
504,Turner,14,0.0,0
193,Humphreys,14,0.0,0
715,John,14,0.0,0
675,Gunn,14,0.0,0
495,Hayden,14,0.0,0
189,Dodgson,14,0.0,0
219,Obafemi,14,0.0,0
216,Amdouni,14,0.0,0
214,Trésor,14,0.0,0
213,Banel,14,0.0,0
212,Adewumi,14,0.0,0
227,Colwill,14,0.0,0
729,Cuiabano,14,0.0,0
194,Jordan,14,0.0,0
186,Roberts,14,0.0,0
524,Stamenic,14,0.0,0
523,Da Silva Moreira,14,0.0,0
520,O'Brien,14,0.0,0
540,Pembele,14,0.0,0
539,O'Nien,14,0.0,1
538,Johnson,14,0.0,0
537,Huggins,14,0.0,0
334,Harris,14,0.0,0
308,Heath,14,0.0,0
307,Ebere,14,0.0,0
306,Bates,14,0.0,0
305,Armstrong,14,0.0,0
298,Welch,14,0.0,0
297,Dixon,14,0.0,0
171,Sarmiento,14,0.0,0
313,Sherif,14,0.0,0
312,Y.Chermiti,14,0.0,0
336,Reed,14,0.0,0
309,Metcalfe,14,0.0,0
616,Álvarez,14,0.0,0
611,Casey,14,0.0,0
9,Kiwior,14,0.0,0
268,Doucouré,14,0.0,0
265,Kporha,14,0.0,0
264,Holding,14,0.0,0
262,Chadi Riad,14,0.0,0
649,B.Traore,14,0.0,0
247,D.Essugo,14,0.0,0
51,Iling Jr,14,0.0,0
61,Dendoncker,14,0.0,0
60,Broggio,14,0.0,0
57,Dobbin,14,0.0,0
56,Barrenechea,14,0.0,0
583,Kulusevski,14,0.0,0
607,N.Aguerd,14,0.0,0
604,Emerson,14,0.0,0
602,Hegyi,14,0.0,0
601,Foderingham,14,0.0,0
751,Akhamrich,14,0.0,0
245,Mudryk,14,0.0,0
254,Benitez,14,0.0,0
743,Emenalo,14,0.0,0
282,Umeh,14,0.0,0
281,Rodney,14,0.0,0
280,Ozoh,14,0.0,0
279,M.França,14,0.0,0
608,Scarles,14,0.0,0
629,Bentley,14,0.0,0
752,Golambeckis,14,0.0,0
617,Cornet,14,0.0,0
738,Fabianski,14,0.0,0
711,Harriman-Annous,14,0.0,0
650,Chirewa,14,0.0,0
45,Sousa,14,0.0,0
155,Slater,14,0.0,0
43,Alex Moreno,14,0.0,0
42,A.García,14,0.0,0
599,Scarlett,14,0.0,0
622,Orford,14,0.0,0
620,Earthy,14,0.0,0
747,Mayers,14,0.0,0
581,Maddison,14,0.0,0
579,Son,14,0.0,0
578,Vuskovic,14,0.0,0
577,Takai,14,0.0,0
576,Phillips,14,0.0,0
572,Dragusin,14,0.0,0
571,Davies,14,0.0,0
567,Kinsky,14,0.0,0
598,Lankshear,14,0.0,0
750,Rowswell,14,0.0,0
594,Min-hyeok,14,0.0,0
592,Moore,14,0.0,0
286,Marsh,14,0.0,0
566,Austin,14,0.0,0
564,Rusyn,14,0.0,0
563,Luís Hemir,14,0.0,0
562,Abdullahi,14,0.0,0
223,Slonina,14,0.0,0
49,Bailey,14,0.0,0
188,Delcroix,14,0.0,0
595,Olusesi,14,0.0,0
745,Byfield,14,0.0,0
23,Fábio Vieira,14,0.0,0
46,Yasin,14,0.0,0
590,Bryan,14,0.0,0
589,Solomon,14,0.0,0
587,Bissouma,14,0.0,0
35,Marschall,14,0.0,0
34,Gauci,14,0.0,0
33,M.Bizot,14,0.0,1
65,Redmond,14,0.0,0
559,Triantis,14,0.0,0
62,Jimoh-Aloba,14,0.0,0
278,J.Rak-Sakyi,14,0.0,0
277,Ebiowei,14,0.0,0
275,Ahamada,14,0.0,0
274,Agbinone,14,0.0,0
222,Penders,14,0.0,0
251,N.Jackson,14,0.0,0
248,Paez,14,0.0,0
701,Rowe,14,0.0,0
688,Wright,14,0.0,0
63,Young,14,0.0,0
103,Cox,14,0.0,0
134,Trevitt,14,0.0,0
133,Peart-Harris,14,0.0,0
132,Maghoma,14,0.0,0
131,Konak,14,0.0,0
130,Donovan,14,0.0,0
174,Yalcouye,14,0.0,0
172,Watson,14,0.0,0
401,Bettinelli,14,0.0,0
315,Benda,14,0.0,0
399,Ederson M.,14,0.0,0
361,Gyabi,14,0.0,0
360,Gelhardt,14,0.0,0
359,Crew,14,0.0,0
357,Ramazani,14,0.0,0
355,Greenwood,14,0.0,0
748,Dasilva,14,0.0,0
137,Morgan,14,0.0,0
165,Sima,14,0.0,0
164,O'Riley,14,0.0,0
400,Ortega Moreno,14,0.0,0
339,Meslier,14,0.0,0
664,Lecomte,14,0.0,0
364,Mateo Joseph,14,0.0,0
363,Bamford,14,0.0,0
127,Nunes,14,0.0,0
122,Milambo,14,0.0,0
412,Vitor Reis,14,0.0,0
404,Akanji,14,0.0,0
96,Winterburn,14,0.0,0
104,Eyestone,14,0.0,0
117,Ji-soo,14,0.0,0
115,Fredrick,14,0.0,0
114,Arthur,14,0.0,0
692,Leoni,14,0.0,0
398,Danns,14,0.0,0
397,Darwin,14,0.0,0
396,Nyoni,14,0.0,0
395,Morton,14,0.0,0
394,McConnell,14,0.0,0
393,Bajcetic,14,0.0,0
118,Meghoma,14,0.0,0
31,G.Jesus,14,0.0,0
30,Havertz,14,0.0,0
29,Sambi,14,0.0,0
28,Kabia,14,0.0,0
4,Setford,14,0.0,0
658,Fraser,14,0.0,0
657,Chiwome,14,0.0,0
655,Fábio Silva,14,0.0,0
653,Hodge,14,0.0,0
161,Enciso,14,0.0,0
651,Edozie,14,0.0,0
156,Tasker,14,0.0,0
255,Matthews,14,0.0,0
639,Meupiyou,14,0.0,0
640,Pedro Lima,14,0.0,0
641,Pond,14,0.0,0
647,Guedes,14,0.0,0
3,Hein,14,0.0,0
2,Arrizabalaga,14,0.0,0
14,Kacurri,14,0.0,0
652,Gonzalez,14,0.0,0
159,March,14,0.0,0
746,Morrison,14,0.0,0
349,Schmidt,14,0.0,0
369,Woodman,14,0.0,0
368,Pécsi,14,0.0,0
741,Gray,14,0.0,0
150,Lamptey,14,0.0,0
147,Estupiñan,14,0.0,0
143,Boscagli,14,0.0,0
11,White,14,0.0,14
141,Rushworth,14,0.0,0
140,McGill,14,0.0,0
138,Steele,14,0.0,0
383,Luis Díaz,14,0.0,0
380,Ramsay,14,0.0,0
379,R.Williams,14,0.0,0
378,Nallo,14,0.0,0
377,Tsimikas,14,0.0,0
15,Nichols,14,0.0,0
13,Clarke,14,0.0,0
142,Scherpen,14,0.0,0
91,Sinisterra,14,0.0,0
89,Philip,14,0.0,0
472,Odysseas,14,0.0,0
471,Gillespie,14,0.0,0
135,Wissa,14,0.0,0
755,Lacey,14,0.0,0
468,Wheatley,14,0.0,0
467,Obi,14,0.0,0
206,Edwards,14,0.0,1
340,Cairns,14,0.0,0
76,Bevan,14,0.0,0
75,Akinmboni,14,0.0,0
71,Zabarnyi,14,0.0,0
70,Paulsen,14,0.0,0
69,McKenna,14,0.0,0
68,Dennis,14,0.0,0
176,Mazilu,14,0.0,0
175,Knight,14,0.0,0
687,Rees-Dottin,14,0.0,0
99,Adu-Adjei,14,0.0,0
78,J.Araujo,14,0.0,0
296,Patterson,14,0.0,0
705,Campbell,14,0.0,0
704,Onyango,14,0.0,0
667,Aznou,14,0.0,0
630,King,14,0.0,0
66,Neto,14,0.0,0
465,Højlund,14,0.0,0
492,Antoñito C.,14,0.0,0
484,Targett,14,0.0,0
496,Kuol,14,0.0,0
482,Ashby,14,0.0,0
481,A.Murphy,14,0.0,0
480,Lascelles,14,0.0,0
479,Krafth,14,0.0,0
503,C.Miguel,14,0.0,0
753,Ruddy,14,0.0,0
689,Seung soo,14,0.0,0
674,Ramsdale,14,0.0,1
501,Neave,14,0.0,0
498,White,14,0.0,0
483,Pivas,14,0.0,0
179,Ferguson,14,0.0,0
177,Moran,14,0.0,0
112,Roerslev,14,0.0,0
105,Valdimarsson,14,0.0,0
742,McAidoo,14,0.0,0
740,Mfuni,14,0.0,0
739,Mukasa,14,0.0,0
429,Phillips,14,0.0,0
428,Nypan,14,0.0,0
464,Moorhouse,14,0.0,0
422,Kovačić,14,0.0,0
420,Gündoğan,14,0.0,0
446,Fredricson,14,0.0,0
445,Amass,14,0.0,0
439,D.Leon,14,0.0,0
437,Martinez,14,0.0,1
435,Mee,14,0.0,0
434,Heaton,14,0.0,0
346,Byram,14,0.0,0
345,Bornauw,14,0.0,1
425,Echeverri,14,0.0,0
463,Kone,14,0.0,0
462,J.Fletcher,14,0.0,0
461,Fitzgerald,14,0.0,0
460,Collyer,14,0.0,0
454,Antony,14,0.0,0
451,Rashford,14,0.0,0
448,Malacia,14,0.0,0
95,Silcott-Duberry,14,0.0,0
94,Sadi,14,0.0,0
93,H.Traorè,14,0.0,0
744,Oriola,14,0.0,0
